persona_id,group_id,name,occupation,age,age_bin,sex,region,region_group,district
7927a589950f461fbc7114bd248cbe13,C_일반시민,윤남출,무직,94,60+,여자,대구,비수도권,대구-수성구
6185f42f3b724fad9b43ebfbaf2cfc98,C_일반시민,유미희,건물 청소원,62,60+,여자,서울,수도권,서울-동대문구
bc3cb8c9770e4d2f9dbcbfc8ff004163,C_일반시민,박지운,무직,32,20-39,남자,광주,비수도권,광주-광산구
bcae9d0f19d34add95c74095f749775c,C_일반시민,김민기,산업기계공학 기술자 및 연구원,20,20-39,남자,경기,수도권,경기-수원시 권선구
1674e297be7f4511969750fb9d529d5c,C_일반시민,이영지,주방 보조원,41,40-59,여자,세종,비수도권,세종-세종시
413c4f323d714e6ba5fa1c02d515bfb9,C_일반시민,심강미,가구 도장기 조작원,53,40-59,여자,경기,수도권,경기-화성시
be6a4ac68b9849ed9f5fe6f935dd38db,C_일반시민,엄완기,무직,69,60+,남자,대구,비수도권,대구-남구
45febd2f739d43c7ae0b3d86a0173337,C_일반시민,강회자,노점 및 이동 판매원,65,60+,여자,경기,수도권,경기-안양시 동안구
3bb0bc2b96574ec78d26cb0e284b9c86,C_일반시민,최정우,건축자재 영업원,34,20-39,남자,경상북,비수도권,경상북-구미시
d8eaae7548dd45658fb35e2c3dfc4b92,C_일반시민,설태영,무직,21,20-39,남자,경기,수도권,경기-평택시
d9ce653835384e98b98bff98f25ebd17,C_일반시민,정은주,무직,53,40-59,여자,경상남,비수도권,경상남-창원시 성산구
592e0eb2d9514c4e9f62199d57559bc6,C_일반시민,박미,무직,59,40-59,여자,경기,수도권,경기-용인시 수지구
617d175989114dcda50f9dc58fbf18cb,C_일반시민,손영순,무직,96,60+,여자,울산,비수도권,울산-북구
1e7f54c820304111bc7d2d93fd0c1a0d,C_일반시민,지재숙,무직,60,60+,여자,경기,수도권,경기-파주시
df0afe643a13416aa8bcf46be5ee68c7,C_일반시민,박아름,국가행정 사무원,25,20-39,여자,대전,비수도권,대전-유성구
60c50dd11fba4c49b88d436aff3b207b,C_일반시민,오지선,전화 상담원,33,20-39,여자,서울,수도권,서울-금천구
97547e03a5ec4ac29625864f883ef9d4,C_일반시민,권문정,사무 보조원,51,40-59,여자,강원,비수도권,강원-원주시
e7c6f5929c904210a554df31cb950f00,C_일반시민,이정아,한식 조리사,58,40-59,여자,서울,수도권,서울-강북구
22b9d5c064a547d0a1c0de498f9f1a10,C_일반시민,박혜희,무직,70,60+,여자,경상남,비수도권,경상남-창원시 의창구
252c4a5612cc4f4b80a7184004219403,C_일반시민,이점남,무직,78,60+,여자,서울,수도권,서울-구로구
2979de00ffc2463ba66397c68a79ba74,C_일반시민,송서연,무직,21,20-39,여자,충청남,비수도권,충청남-홍성군
019ef7ce08cc4735a400f00c3946cf51,C_일반시민,김영원,무직,30,20-39,여자,서울,수도권,서울-양천구
ee416fc5016a4b00b05481c5c942a9fe,C_일반시민,김정아,방문 판매원,48,40-59,여자,강원,비수도권,강원-태백시
4b8da73d0cb14e6792158ab096e42aa6,C_일반시민,안은진,사무 보조원,46,40-59,여자,경기,수도권,경기-용인시 기흥구
e6889b6a4677475da8c3a373a8d5b932,C_일반시민,박춘자,무직,88,60+,여자,대구,비수도권,대구-달서구
feeaae2f586d4366bd1b5c35137af794,C_일반시민,박상숙,무직,64,60+,여자,서울,수도권,서울-양천구
babe60afa5cf4b36a516ac22a49ebfdc,C_일반시민,윤예인,무직,29,20-39,여자,강원,비수도권,강원-춘천시
7c45b5585c364c519334c19bb4c1db7c,C_일반시민,김한결,경영 기획 사무원,33,20-39,남자,경기,수도권,경기-평택시
